frame,label,mean_Cy3,mean_GFP,mean_ratio_Cy3/GFP,mean_ratio_GFP/Cy3,std_Cy3,std_GFP,std_ratio_Cy3/GFP,std_ratio_GFP/Cy3,Y,X,log_mean_ratio_GFP/Cy3,DistanceLastNeighbor_k-00-05,neighbors_k-00-05,DistanceLastNeighbor_k-05-10,neighbors_k-05-10,DistanceLastNeighbor_k-10-15,neighbors_k-10-15,DistanceLastNeighbor_k-15-20,neighbors_k-15-20,DistanceLastNeighbor_k-20-25,neighbors_k-20-25,local_moran_log_mean_ratio_GFP/Cy3_k-00-05_p_val,local_moran_log_mean_ratio_GFP/Cy3_k-00-05_z_val,local_moran_log_mean_ratio_GFP/Cy3_k-00-05_stats,local_moran_log_mean_ratio_GFP/Cy3_k-00-05_low_quantile,local_moran_log_mean_ratio_GFP/Cy3_k-00-05_high_quantile
100,4182,272.013333333,558.7066666669999,0.488426162695,2.0649008587,22.206601621,37.8008018727,0.044773340282,0.192467172507,507.0,932.0,0.7250822149456941,89.13613184337763,"[4218, 4099, 4217, 4287, 4031]",107.61621625015442,"[4031, 4353, 4080, 4226, 4011, 4375]",150.47341957967194,"[4375, 4342, 4062, 4057, 3965, 4357]",164.0990554512731,"[4357, 3939, 4350, 4442, 3973, 4113]",184.9574275340139,"[4113, 4084, 3906, 3960, 4416, 4512]",0.415,0.1966603229278823,0.03361384491973659,-0.35440307875068255,0.36268224183864395
100,4188,275.49673202599996,1244.81960784,0.234203410519,4.545118248540001,22.3667365602,273.566732263,0.06299665872280001,1.06037632545,510.5,476.0,1.5140537445715267,92.34717104492157,"[4153, 4283, 4143, 4034, 4247]",117.61377470347595,"[4247, 4335, 4067, 4372, 4195, 4361]",152.17259937321174,"[4361, 4409, 3998, 4340, 3953, 3988]",177.42181376595158,"[3988, 4135, 4161, 4035, 4095, 4496]",200.1224625073357,"[4496, 3896, 4498, 4020, 3891, 4437]",0.373,-0.3329396320069156,-0.2121014815451782,-1.1576775647461042,1.198221021771673
100,4191,275.986251146,1275.92208983,0.242301914189,4.640002232990001,21.8431370015,406.94106976300003,0.087579411588,1.4941276579,512.5,747.0,1.5347148474858932,100.65038499677982,"[4277, 4084, 4136, 4298, 4016]",116.37869220780924,"[4016, 4357, 4014, 4062, 4217, 4135]",159.29610792483285,"[4135, 4406, 4416, 4342, 4035, 4099]",184.8377667036691,"[4099, 3960, 4477, 3973, 3901, 4247]",205.60277235484932,"[4247, 4182, 4353, 3919, 4031, 4067]",0.169,-0.9621145405499165,-0.6057921782862722,-1.2051839485795994,1.1302391195235737
100,4192,275.11707841,1060.86895811,0.2839713835,3.84987831665,24.6735558694,332.039817493,0.0848968601454,1.1423468729,515.5,1439.5,1.3480415417352756,160.52725625263767,"[4338, 4367, 4438, 4337, 4470]",142.10031667804262,"[4183, 4235, 4346, 4076, 4438, 4271]",167.93599971417686,"[4271, 4337, 4460, 4391, 4470, 4462]",212.98943635776868,"[4462, 4443, 4452, 4089, 3867, 4484]",216.7492791222153,"[4484, 3888, 4308, 4544, 4219, 3999]",0.088,1.4008606084866633,0.7363491796776728,-1.0011888184559286,1.0542781953454312
100,4195,518.985523385,864.458797327,0.588963183724,1.75821498099,182.722594555,207.751422733,0.10722408695,0.338063976479,515.0,364.5,0.5642990790390685,97.45255255764212,"[4143, 4161, 4095, 4340, 4335]",129.0048448702606,"[4335, 4283, 4188, 4205, 4020, 4345]",145.13528172019372,"[4345, 3988, 3998, 4437, 4087, 4409]",167.27596958320103,"[4409, 4034, 4474, 3938, 4324, 4153]",187.9906912589025,"[4153, 4448, 4372, 3948, 4519, 3891]",0.263,-0.6762455033622706,-0.058213755494618116,-0.17189927750293887,0.16822002876675213
100,4205,277.001104972,1007.71491713,0.288495813189,3.64657175228,16.8276606967,214.11459845,0.0677892904217,0.785212613154,521.0,252.0,1.293787480275847,83.2946576918352,"[4161, 4087, 4324, 4345, 4221]",112.65988638375241,"[4221, 4095, 4157, 4043, 4270, 4195]",144.70055286694657,"[4195, 4020, 4340, 4079, 4448, 4381]",152.74570370390128,"[4381, 4297, 4449, 4143, 3969, 4437]",185.8473836243061,"[4437, 3948, 3980, 4128, 4290, 4474]",0.133,-1.1209158959933274,-0.5870049295111185,-0.9426348839957188,1.0085072085276447
100,4217,339.845070423,577.579225352,0.589830370785,1.71896389996,38.9536643804,39.1845676646,0.06894603872260001,0.204291475297,526.5,862.0,0.5417217255751936,88.35440000362178,"[4342, 4182, 4099, 4353, 4357]",117.68602295939822,"[4357, 4062, 4218, 4375, 4191, 4084]",146.40013661195812,"[4084, 4031, 4287, 4416, 4277, 4011]",164.973482717678,"[4011, 3973, 4016, 4500, 4226, 4080]",176.24131184259838,"[4080, 3960, 4477, 4442, 4406, 3939]",0.19,0.9230333718587552,0.07071482863657176,-0.14258139366257003,0.1402336399303199
100,4218,348.002298851,574.404597701,0.607116942021,1.67149760272,41.5226568177,37.4256286522,0.072653341148,0.206762811747,528.0,969.5,0.5137199926681932,90.27181176868004,"[4287, 4182, 4226, 4080, 4353]",113.60017605620159,"[4353, 4375, 4099, 4217, 4350, 4057]",136.65010062199002,"[4057, 4011, 4031, 4342, 4442, 4113]",171.3300907604966,"[4113, 4248, 3965, 4062, 4512, 4357]",184.02309637651462,"[4357, 4472, 4516, 3939, 4328, 4500]",0.004,2.7371671013507584,0.1623777840412196,-0.126827248500793,0.11665561083614628
100,4221,454.263665595,559.958199357,0.812353436819,1.29024230096,93.1964936519,24.752502006900002,0.168222244481,0.291928848013,528.0,169.0,0.2548300309372474,83.2946576918352,"[4270, 4157, 4297, 4324, 4205]",104.03124530639822,"[4205, 4079, 4381, 4128, 4087, 4290]",133.70957332966105,"[4290, 4043, 4345, 4380, 4449, 4105]",151.03807466993212,"[4105, 4344, 4456, 4161, 3980, 4166]",166.01581249989408,"[4166, 4492, 4071, 4095, 3969, 4448]",0.102,1.2704772012980636,0.11327195332116563,-0.17315561305993069,0.16642872069824718
100,4226,283.060212515,1822.56316411,0.174204352629,6.4568363677499985,23.327146429000006,575.797918083,0.0646261978082,2.03692760443,530.5,1025.5,1.865139471484905,92.63368717696602,"[4218, 4287, 4350, 4080, 4113]",127.68026472403635,"[4113, 4057, 4248, 4182, 4375, 4328]",147.58895622640605,"[4328, 4442, 4353, 4169, 4011, 4472]",163.54892234435542,"[4472, 4099, 4444, 4013, 4031, 4217]",180.0034721887331,"[4217, 4490, 4516, 3965, 4342, 4512]",0.415,-0.1991882468979814,-0.1780827240332287,-1.5802999643101112,1.6359694771699065
100,4232,270.684987695,1712.90894176,0.208255304912,6.3182700932200015,17.4983190397,872.999309281,0.107241920167,3.19219469465,532.0,1216.5,1.8434454512635514,97.18538984847466,"[4300, 4169, 4366, 4328, 4248]",142.94142156841733,"[4248, 4337, 4429, 3996, 4457, 4113]",171.04970037974346,"[4113, 4013, 4444, 4515, 4484, 3954]",195.30808995021172,"[3954, 4350, 4452, 4226, 4490, 4557]",221.23573400334772,"[4557, 4567, 4057, 4472, 4367, 4562]",0.185,0.906660758590357,0.7093853571052431,-1.5167093385227115,1.5997733386578277
100,4247,604.309023486,775.85908529,0.7621286356039999,1.4002502440399998,206.70832039599998,123.57867301799999,0.180617081571,0.382069679307,538.5,564.0,0.336650966390953,96.07549115148983,"[4153, 4361, 4188, 4372, 4067]",136.40472865703742,"[4067, 4135, 4283, 4298, 4035, 4136]",151.79756256277636,"[4136, 4034, 4498, 4335, 4409, 4496]",185.1384616982652,"[4496, 4277, 4143, 4014, 4191, 4406]",203.26399090837512,"[4406, 3953, 4195, 3998, 4583, 4576]",0.344,-0.390931211655899,-0.016672656977791307,-0.07630126733958592,0.07571312090838965
100,4248,267.274011299,556.008474576,0.481461893545,2.08693438383,15.832672085899999,24.028877082199998,0.0334083907959,0.143749109718,538.0,1119.5,0.7356961871743537,94.29872745694928,"[4169, 4328, 4113, 4350, 4226]",115.6557391572074,"[4226, 4232, 4300, 4366, 4429, 4444]",146.10355916267062,"[4444, 4013, 4057, 4287, 4490, 4080]",183.1092570024793,"[4080, 4472, 4218, 3996, 4442, 3954]",197.0799330221116,"[3954, 4516, 4562, 4182, 4457, 4567]",0.42,0.19082229875869602,0.02981477485802348,-0.34875700441933133,0.36012218940871293
100,4270,533.83449235,563.997218359,0.944318554056,1.20729784211,191.791463974,25.3428780239,0.331917676422,0.438026139689,553.5,148.0,0.1883846739860991,73.11976476986233,"[4221, 4297, 4381, 4157, 4324]",108.55643693489576,"[4324, 4290, 4380, 4128, 4079, 4344]",128.5787696316931,"[4344, 4205, 4456, 4449, 4345, 4492]",152.16109883935513,"[4492, 4105, 4087, 4043, 4166, 4364]",170.65828429935652,"[4364, 4524, 4508, 4071, 4448, 4161]",0.01,2.380104727963642,0.2941774245214933,-0.2402959736604127,0.2559911901881152
100,4277,400.801452785,566.266343826,0.710160122127,1.47170316531,79.0335037781,34.165410987399994,0.14577018431299998,0.317534044408,560.0,733.0,0.3864203459704238,93.83229721156783,"[4191, 4298, 4406, 4357, 4136]",133.27884303219324,"[4136, 4416, 4084, 4477, 4135, 4217]",167.33499335165968,"[4217, 4342, 4016, 4014, 4062, 4552]",190.0453893152896,"[4552, 4247, 4035, 4353, 4553, 4361]",211.15456424145802,"[4361, 4500, 4099, 4498, 4182, 4375]",0.294,0.5404587710481006,0.00692156425972387,-0.02447920785906423,0.024254645018716974
100,4283,746.3920386010001,578.9710494569999,1.28827705795,0.955716671928,317.321825024,35.997140101999996,0.5440025726519999,0.45427390948,567.0,456.0,-0.04529377813264293,98.97600719366285,"[4335, 4188, 4372, 4409, 4361]",111.69713514678878,"[4361, 4340, 4143, 4195, 4153, 4247]",148.8774663943473,"[4247, 4496, 4519, 4474, 4437, 4034]",175.81879876736733,"[4034, 4067, 4556, 4498, 4161, 3998]",200.4401406904316,"[3998, 4576, 4095, 3988, 4345, 4598]",0.246,-0.6863835566977575,-0.17280375316650132,-0.4990406494158367,0.5025989852059978
100,4287,273.692982456,627.435672515,0.438804824738,2.3064625761200004,22.444067135500003,50.7438840493,0.04805171751569999,0.254630734742,565.5,978.5,0.8357149984863163,74.7295122424869,"[4218, 4226, 4375, 4353, 4182]",122.85458884388487,"[4182, 4350, 4442, 4342, 4080, 4217]",141.39748936950755,"[4217, 4512, 4099, 4472, 4516, 4057]",159.21133753599332,"[4057, 4248, 4113, 4500, 4011, 4031]",172.01162751395614,"[4031, 4444, 4328, 4490, 4357, 4558]",0.004,2.7859023572609503,0.6601686695960728,-0.4545921793547537,0.44396332318716025
100,4290,941.336374002,572.7103762830001,1.6348685736000002,0.854493017904,503.59480572900003,36.3127557771,0.8556530036390001,0.510654984528,571.5,74.5,-0.15724694743237258,77.37086014773263,"[4344, 4297, 4380, 4270, 4364]",104.03124530639822,"[4364, 4381, 4166, 4128, 4456, 4221]",121.58330477495666,"[4221, 4105, 4349, 4157, 4258, 4508]",138.94693231590253,"[4508, 4492, 4524, 4140, 4071, 4468]",152.5655596784543,"[4468, 4079, 4324, 4323, 4449, 4066]",0.394,-0.25662796705871743,-0.07716924037526003,-0.6464500971851685,0.633952944115532
100,4297,624.318062827,567.621727749,1.0967836225299998,1.07260254226,239.01694311900002,29.8536938378,0.409306517903,0.4525394874930001,571.5,111.5,0.07008797774847712,68.15607089614248,"[4290, 4270, 4380, 4381, 4344]",103.0254822847241,"[4344, 4221, 4456, 4157, 4128, 4324]",124.58832208517781,"[4324, 4364, 4492, 4449, 4166, 4105]",149.30003348961446,"[4105, 4508, 4079, 4524, 4071, 4205]",167.11448171837176,"[4205, 4345, 4349, 4258, 4140, 4468]",0.107,1.2467880410118983,0.23879212476992456,-0.36835790743433383,0.3662724146026185
100,4298,1865.32369146,806.024793388,2.27937379103,0.477779471433,560.977534909,92.3071853388,0.5373184531899999,0.181211486497,577.0,671.0,-0.7386060097832182,107.99189784423645,"[4277, 4406, 4191, 4136, 4135]",148.5563866011825,"[4135, 4247, 4361, 4357, 4498, 4416]",167.4290894677505,"[4416, 4477, 4035, 4084, 4014, 4153]",184.03056811301758,"[4153, 4372, 4583, 4067, 4552, 4016]",206.0273040157542,"[4016, 4496, 4594, 4342, 4217, 4188]",0.126,-1.0916263112036586,-0.739437787758367,-1.287841729000754,1.3188632536107954
100,4300,322.499374218,562.538172716,0.574016986049,1.77741475491,45.357925038699996,26.1090565841,0.0813959492113,0.251746510047,573.0,1215.5,0.575159923688704,92.69978425001862,"[4366, 4232, 4328, 4429, 4169]",129.9394089566364,"[4169, 4337, 4457, 4248, 4515, 4444]",160.73736342244757,"[4444, 4484, 4452, 4557, 4350, 4490]",185.54851117699653,"[4490, 4567, 4113, 3996, 4472, 4562]",206.57323156691916,"[4562, 4013, 4599, 4226, 4559, 4367]",0.064,1.522367436384297,0.14796837796398551,-0.17067464356157608,0.19513546904029733
100,4324,470.431208054,560.875838926,0.8398095939139999,1.21875458705,66.36744597399999,23.2452929521,0.121106509527,0.197703153685,586.0,213.5,0.19782950705617044,75.35582260184013,"[4345, 4221, 4270, 4449, 4381]",118.81077392223317,"[4381, 4205, 4448, 4297, 4157, 4492]",135.7958025860888,"[4492, 4456, 4380, 4161, 4087, 4437]",158.74901574498028,"[4437, 4551, 4290, 4340, 4561, 4524]",166.85922210054795,"[4524, 4079, 4043, 4547, 4095, 4195]",0.087,1.3796932990735367,0.16365666755817174,-0.22339859343823648,0.2376495180406547
100,4328,266.394144144,1285.22635135,0.229564301758,4.84236801444,16.6696860851,386.063751421,0.0782396162784,1.4874699164899998,588.0,1139.5,1.5774038602621094,77.46612162745726,"[4248, 4429, 4444, 4366, 4300]",117.11639509479448,"[4300, 4350, 4169, 4232, 4490, 4472]",146.67140143872632,"[4472, 4226, 4113, 4562, 4567, 4457]",171.50072886142496,"[4457, 4515, 4516, 4287, 4599, 4442]",182.22239159883728,"[4442, 4337, 4557, 4013, 4218, 4057]",0.386,0.29292762530968086,0.17620467881646046,-1.2113786199024943,1.2451548326924406
100,4335,587.77294686,574.86352657,1.02190113411,1.15628846279,235.770827775,34.4678940875,0.405265379713,0.473048641015,591.0,425.5,0.14521527440690196,95.0289429595005,"[4283, 4409, 4340, 4372, 4188]",114.2420675583211,"[4188, 4195, 4474, 4437, 4519, 4143]",148.11650819540674,"[4143, 4361, 4496, 4556, 4153, 4247]",167.9828860330718,"[4247, 4161, 4345, 4448, 4598, 4576]",187.08888261999957,"[4576, 4498, 4095, 4547, 4034, 4205]",0.429,-0.1887878188290095,-0.023745662347991876,-0.2897332991686904,0.28777398726332276
100,4337,264.163052209,1552.85301205,0.209001661286,5.9120151399,21.950654780700003,674.695826215,0.0966172248623,2.61914660849,592.0,1312.0,1.7769867445188057,105.64326765109077,"[4452, 4457, 4484, 4300, 4366]",134.937022347464,"[4366, 4367, 4232, 4515, 4438, 4559]",155.45497740503518,"[4559, 4338, 4470, 4557, 4192, 4429]",193.82982226685345,"[4429, 4288, 4328, 4169, 4460, 4589]",207.8088063581522,"[4589, 4623, 4567, 4660, 4248, 4444]",0.271,-0.6277209970989289,-0.5060277762592795,-1.451828988516214,1.473578440209407
100,4338,270.979087452,1142.55513308,0.269284525426,4.25336727792,26.001271172600003,409.178746956,0.097238600753,1.57546659033,592.0,1447.0,1.4477109699188828,129.84991336154215,"[4367, 4438, 4192, 4470, 4452]",112.29425630903835,"[4192, 4346, 4470, 4462, 4443, 4391]",135.0,"[4391, 4235, 4452, 4183, 4271, 4337]",168.24089871371942,"[4337, 4544, 4100, 4589, 4478, 4484]",192.59348379423432,"[4484, 4510, 4559, 4623, 4076, 4457]",0.398,0.3067984317525434,0.17460683065306343,-1.0976608957771428,1.1145770384241689
100,4340,825.28709918,581.078299776,1.41761600866,0.947501261585,413.49600831699996,37.6353117157,0.705003379146,0.525816291278,594.0,358.5,-0.05392701053831538,94.03323880415903,"[4437, 4335, 4195, 4474, 4345]",110.46379497373788,"[4345, 4409, 4283, 4448, 4519, 4161]",145.22052196573318,"[4161, 4143, 4205, 4547, 4188, 4324]",172.18086420970246,"[4324, 4095, 4372, 4556, 4598, 4625]",187.1095935541521,"[4625, 4561, 4449, 4496, 4020, 4087]",0.148,1.0504391124851993,0.27671123631177746,-0.5088223567146839,0.49721585918962413
100,4342,275.88255915900004,1270.40753725,0.245118740403,4.626899502430001,22.7253205781,421.66775999699996,0.0901384543092,1.5598249379700002,595.5,864.5,1.5318869898770109,74.9483155247668,"[4353, 4357, 4217, 4416, 4375]",124.82487732819928,"[4375, 4500, 4182, 4477, 4287, 4218]",136.01470508735443,"[4218, 4512, 4442, 4564, 4553, 4558]",149.35360725472955,"[4558, 4277, 4099, 4191, 4406, 4552]",177.74279169631606,"[4552, 4062, 4626, 4084, 4226, 4622]",0.081,1.4302882462340367,0.8676292273184839,-1.2739673200352133,1.2230535527845217
100,4344,517.41744186,562.18255814,0.922547329887,1.22071059117,169.503012041,35.3081836876,0.302951127694,0.435294115279,592.0,46.5,0.19943314096465334,99.68575625434157,"[4290, 4364, 4380, 4297, 4166]",104.8045800525912,"[4349, 4166, 4456, 4258, 4381, 4468]",122.54080952890757,"[4468, 4508, 4270, 4323, 4524, 4128]",138.21088958544476,"[4128, 4441, 4105, 4140, 4492, 4221]",158.19687101836118,"[4221, 4382, 4071, 4197, 4157, 4449]",0.453,0.13809364544165223,0.01852186758184561,-0.23251749813393327,0.22137248821093566
100,4345,1257.19157721,580.976878613,2.16013718725,0.542040295151,406.41329347699997,28.229555533499997,0.685321806147,0.272555093641,596.5,264.5,-0.6124149350089174,94.03323880415903,"[4324, 4448, 4205, 4437, 4340]",121.05886997655314,"[4340, 4449, 4161, 4221, 4381, 4474]",141.7965091248723,"[4474, 4270, 4195, 4547, 4561, 4551]",155.0290295396317,"[4551, 4087, 4492, 4095, 4157, 4297]",177.9641817894826,"[4297, 4456, 4335, 4519, 4143, 4380]",0.44,0.1312069711462896,0.03946741975369149,-1.1263921395626888,1.1047145765729598
100,4350,968.717325228,614.767477204,1.5661250627,0.7136091543359999,292.40580906900004,39.391407885700005,0.438590437717,0.288508121532,597.0,1057.0,-0.33741986941297036,84.58427749883545,"[4226, 4472, 4444, 4328, 4287]",111.43271512441936,"[4287, 4248, 4490, 4442, 4516, 4218]",141.15594213493102,"[4218, 4429, 4375, 4113, 4169, 4562]",159.3800489396336,"[4562, 4353, 4512, 4366, 4182, 4080]",173.3818041202709,"[4080, 4300, 4609, 4057, 4232, 4567]",0.086,-1.33863394090738,-0.5587907328473455,-0.7755120362777354,0.8318101531632575
100,4353,273.963302752,1681.57981651,0.202188813007,6.17523898971,23.191989524,740.871335235,0.0979413657435,2.76776261343,598.0,912.5,1.820547584552152,88.16178310356477,"[4375, 4342, 4287, 4217, 4442]",98.98737293210684,"[4442, 4218, 4182, 4500, 4357, 4512]",141.40809736362343,"[4512, 4416, 4558, 4226, 4564, 4099]",165.92844843486003,"[4099, 4350, 4516, 4477, 4553, 4472]",178.64559888225625,"[4472, 4622, 4626, 4080, 4031, 4552]",0.006,2.5481901124961115,1.9052127088558273,-1.569807720999727,1.4149601840897705
100,4357,935.4961636830001,639.470588235,1.43266693387,0.8606282809739999,419.24965779400003,58.8834822358,0.573267828357,0.437359889282,601.0,814.5,-0.1500925971910163,91.2318475095183,"[4416, 4342, 4477, 4217, 4277]",121.73126139164087,"[4277, 4406, 4353, 4500, 4191, 4553]",150.47341957967194,"[4553, 4375, 4552, 4564, 4298, 4182]",164.65873800075113,"[4182, 4558, 4084, 4512, 4617, 4062]",174.5809267932783,"[4062, 4099, 4626, 4287, 4218, 4442]",0.105,-1.2294768828414215,-0.3604614244688043,-0.5614165909631496,0.5869160105509138
100,4361,386.85961342800005,728.186164802,0.528586982805,1.92098616601,86.9916719781,117.42230145399999,0.0648453931354,0.240499233236,603.5,548.0,0.6528386823081205,98.97600719366285,"[4372, 4247, 4498, 4496, 4283]",125.82229532161621,"[4283, 4409, 4153, 4188, 4335, 4298]",160.59420911103862,"[4298, 4576, 4583, 4594, 4135, 4067]",186.56701208949025,"[4067, 4556, 4647, 4406, 4519, 4136]",194.79476378999516,"[4136, 4664, 4340, 4277, 4034, 4035]",0.078,-1.3985540209692073,-0.18508660440626,-0.24511986115975437,0.28041541108559254
100,4364,261.402816901,1493.97464789,0.209853780839,5.74679540367,22.128014058,604.707410191,0.0933420339133,2.36701624634,605.5,5.0,1.748642378347258,111.79557236313073,"[4344, 4290, 4380, 4166, 4297]",111.23061628886177,"[4258, 4290, 4380, 4441, 4382, 4166]",126.98523536222626,"[4166, 4297, 4508, 4505, 4456, 4197]",146.14462015414733,"[4197, 4140, 4524, 4381, 4246, 4356]",164.44832014952297,"[4356, 4105, 4270, 4128, 4492, 4071]",0.178,-0.9536602902701883,-0.7904112876741051,-1.5052927168643635,1.46850617787047
100,4366,333.34587378599997,559.5533980580001,0.5965387264590001,1.71145612209,47.0510519312,26.0306869523,0.08534232726770001,0.248189204853,607.5,1207.5,0.5373445415516666,79.6821811950451,"[4300, 4429, 4328, 4232, 4457]",117.63077828527702,"[4457, 4515, 4444, 4337, 4248, 4169]",140.11602335207778,"[4169, 4484, 4557, 4567, 4490, 4452]",176.43270671845403,"[4452, 4350, 4562, 4599, 4472, 4559]",208.45443147124504,"[4559, 4113, 4660, 4226, 4680, 4516]",0.106,1.225294908539834,0.0894368712908769,-0.13568264127698643,0.14310695799190284
100,4367,1624.58640227,619.33286119,2.6077062908,0.532362230593,811.1246356419998,42.2822496665,1.2692902943000002,0.349880317207,608.5,1419.0,-0.6304311367639189,97.36657537368765,"[4338, 4438, 4470, 4192, 4452]",114.42246282963848,"[4460, 4192, 4452, 4337, 4462, 4346]",139.9330196915653,"[4346, 4443, 4484, 4589, 4391, 4559]",164.22926048667455,"[4559, 4544, 4623, 4235, 4457, 4183]",187.41664813991315,"[4183, 4271, 4100, 4510, 4478, 4515]",0.063,-1.5193275093870213,-0.873768825878304,-1.184748821643298,1.155212374524882
100,4372,521.279907085,572.527293844,0.90917871109,1.27606216957,205.2880007,34.5437259069,0.350041424297,0.4775249661600001,610.0,505.5,0.24377890596925103,82.22530024268686,"[4361, 4409, 4283, 4496, 4335]",125.16888591019735,"[4335, 4247, 4498, 4188, 4153, 4576]",161.24515496597098,"[4576, 4556, 4519, 4340, 4583, 4474]",170.01764614298128,"[4474, 4594, 4647, 4298, 4143, 4195]",190.89067551873768,"[4195, 4067, 4437, 4664, 4135, 4034]",0.214,0.8342112294587035,0.07714337333870668,-0.17484938569802222,0.1749819056030827
100,4375,279.03407155,1852.45655877,0.15953208246099998,6.66590501078,23.819069514099997,395.499928696,0.0455429307434,1.46652908715,614.5,937.0,1.8970057299760377,77.41446893184762,"[4353, 4442, 4287, 4342, 4512]",115.62439189029276,"[4512, 4218, 4500, 4182, 4558, 4217]",124.57327161152989,"[4217, 4516, 4350, 4226, 4357, 4564]",162.13960034488795,"[4564, 4416, 4472, 4622, 4553, 4099]",178.85329183439706,"[4099, 4477, 4490, 4626, 4609, 4645]",0.047,1.6791282964585057,1.3078852287029983,-1.5367455503369634,1.5067538419497943
100,4380,622.454869359,695.804038005,0.866944151505,1.2952467711,263.08885267200003,100.74353427700001,0.279376983084,0.455932645952,615.0,87.5,0.2587012338318306,58.67282164682384,"[4290, 4344, 4297, 4456, 4381]",87.32124598286491,"[4381, 4508, 4364, 4524, 4270, 4492]",130.61106384988986,"[4492, 4449, 4221, 4468, 4324, 4349]",147.81238107817626,"[4349, 4166, 4601, 4128, 4157, 4258]",174.05817992843654,"[4258, 4551, 4105, 4323, 4441, 4140]",0.158,1.0159299921872107,0.08772405939369933,-0.16846376956096676,0.16154441191660984
100,4381,1146.22042341,572.190535492,2.00324986159,0.536348254595,270.20866431900004,25.730421786599997,0.467251545705,0.168233741285,619.5,146.0,-0.6229716001716437,62.54998001598402,"[4456, 4449, 4380, 4297, 4492]",94.3464360747135,"[4492, 4270, 4324, 4290, 4524, 4221]",131.97348218486923,"[4221, 4508, 4344, 4551, 4345, 4157]",147.58472143145443,"[4157, 4448, 4364, 4205, 4601, 4561]",176.86294128505267,"[4561, 4128, 4659, 4079, 4166, 4468]",0.472,-0.06869803543589938,-0.06905388857758302,-1.1699160065785317,1.1025327266951426
100,4406,530.951351351,779.998918919,0.65851382933,1.6137868465799998,215.26194931400002,161.300575555,0.159219538741,0.402509275862,632.5,723.5,0.4785834958103801,96.29771544538323,"[4277, 4477, 4298, 4416, 4357]",148.78592003277728,"[4357, 4552, 4191, 4553, 4342, 4617]",170.83617883809038,"[4617, 4136, 4500, 4498, 4583, 4656]",182.1215253615014,"[4656, 4217, 4361, 4135, 4594, 4626]",202.6110806446676,"[4626, 4247, 4564, 4084, 4353, 4645]",0.317,-0.47820445019889724,-0.021903319931028647,-0.08408804603137118,0.07456339549636741
100,4409,473.224089636,884.031746032,0.529284165061,1.94210953583,164.46400569,240.548530719,0.08678566303230001,0.328025314436,633.0,449.0,0.6637747718984882,85.74672005388894,"[4335, 4372, 4283, 4496, 4519]",117.31261654229695,"[4519, 4556, 4340, 4474, 4361, 4437]",145.13528172019372,"[4437, 4576, 4188, 4498, 4598, 4195]",166.28439493831044,"[4195, 4247, 4643, 4647, 4143, 4153]",182.04395073717774,"[4153, 4547, 4625, 4448, 4594, 4583]",0.054,-1.6636256228903241,-0.2372741227216425,-0.2820592958895328,0.26759182143444005
100,4416,423.751445087,568.917630058,0.74733099691,1.37926495766,67.4061459325,34.669211093600005,0.125751583332,0.250103333903,639.0,806.0,0.32155071788955797,84.48076704197234,"[4357, 4477, 4342, 4406, 4552]",117.2614599943221,"[4552, 4500, 4553, 4277, 4353, 4564]",134.38935969785706,"[4564, 4617, 4217, 4626, 4375, 4558]",168.5823241030921,"[4558, 4191, 4298, 4512, 4645, 4622]",197.6189515203438,"[4622, 4442, 4182, 4287, 4084, 4218]",0.073,-1.465031192281016,-0.07441812206316671,-0.09802203953832114,0.09261369644261201
100,4429,390.34635149,765.968139774,0.507472417149,1.98959848386,85.4601250276,135.198267153,0.0494916589884,0.197144504609,644.0,1165.5,0.6879328514741981,84.61973765026691,"[4444, 4366, 4328, 4490, 4567]",108.61169366141014,"[4567, 4300, 4562, 4515, 4457, 4599]",123.06502346320828,"[4599, 4472, 4248, 4557, 4350, 4232]",158.25612152457168,"[4232, 4484, 4169, 4337, 4516, 4680]",187.06215544572342,"[4680, 4609, 4452, 4226, 4442, 4660]",0.409,0.22026372997968133,0.026895545911235007,-0.3076918320990629,0.30435993181392007
100,4437,482.637075718,569.450391645,0.848984227635,1.23884498894,104.061183468,35.2498285255,0.183168053132,0.289842547219,650.5,333.0,0.2141794850057533,76.8846538653846,"[4474, 4448, 4340, 4519, 4547]",117.21881248332113,"[4547, 4345, 4598, 4335, 4625, 4561]",142.67182623068928,"[4561, 4409, 4556, 4324, 4195, 4449]",152.74570370390128,"[4449, 4663, 4643, 4283, 4551, 4205]",189.5521036549054,"[4205, 4161, 4372, 4143, 4496, 4381]",0.112,1.2818874677241103,0.14465030828810027,-0.21140398811324018,0.21157884822716463
100,4438,268.11436673,1098.55482042,0.273716191961,4.1214485960300005,22.8478811406,368.530101933,0.0944808583121,1.4190496728400002,647.0,1426.0,1.4162047025424513,98.12746812182611,"[4470, 4367, 4338, 4452, 4589]",112.63436420560112,"[4452, 4288, 4462, 4589, 4544, 4443]",127.09445306542689,"[4443, 4623, 4559, 4346, 4337, 4484]",162.64070831129578,"[4484, 4192, 4391, 4650, 4457, 4510]",175.96590578859303,"[4510, 4478, 4699, 4611, 4235, 4271]",0.222,-0.8147504221279913,-0.4742666291560092,-1.1203273439508077,1.0466178056558177
