ObjectNumber,Area,Compactness,Eccentricity,EulerNumber,Intensity_MEAN,Intensity_MEDIAN,Location_X,Location_Y,FirstClosestDistance,NumberOfNeighbors,PercentTouching,SecondClosestDistance,C19H24N2O2,C45H86O13P,C48H81NO10P,C10H14N5O7P
1258,2773,4.611683300515481,0.9648812012504344,1.0,0.014041090127869265,0.01347371656447649,54.93184276956367,94.27298954201274,50.54581437527271,1.0,1.3752455795677798,51.953754591095574,4614.332942761104,4636.01361387904,13317.875150597285,518.0025624984069
1260,3180,1.0277697897739202,0.4995299641239338,1.0,0.015131589995240266,0.014053558930754663,1897.651572327044,122.23773584905666,87.57660675764895,0.0,0.0,100.19259032399296,1733.0867880544354,0.0,1592.8669047694052,106.58575242565523
1261,2290,1.1687780225477895,0.7940440240341635,1.0,0.015187771021343737,0.01333638560026884,1460.5633187772924,136.1864628820956,31.514951217633637,3.0,65.18218623481782,56.39866535997333,1437.0555419921875,1576.813720703125,4536.41162109375,57.46955490112305
1266,2815,3.2104196375730467,0.9676926902838481,1.0,0.014499431690383128,0.013748378492891787,588.0653641207814,133.6131438721136,49.37497161881818,3.0,24.146341463414632,53.4962381090932,1935.4189453125,1142.9178466796875,3470.438232421875,247.07583618164062
1275,1390,1.6767864792166782,0.9337982180331941,1.0,0.0142559663499806,0.01336690317839384,523.2892086330933,175.04172661870507,69.04047185987592,2.0,21.428571428571427,76.89133753652811,4397.657689841397,890.3310552390225,3469.363660697477,0.0
1276,1723,1.6114906786607075,0.9320312782791882,1.0,0.014223781929449225,0.012466620653867722,1429.4260011607666,183.2106790481721,56.39866535997333,2.0,21.73913043478261,63.62627954569566,2054.8230912764,1718.7857619065505,4283.732782720209,0.0
1277,4653,2.3209805662760883,0.8852578549737274,1.0,0.01593983084511419,0.015014877542853355,607.1289490651197,179.15946701053076,49.37497161881818,4.0,36.137667304015295,70.0281138808664,1807.4069012235784,892.2269688808466,2330.57314698578,71.50869231062538
1278,3534,2.084098520645695,0.9605410318667572,1.0,0.015857431274929928,0.014358739368617538,1325.9496321448792,186.74674589700066,39.86218370478573,3.0,30.867346938775512,67.42489556982784,2781.2145716075843,2097.327385577677,6566.811124411962,586.3995225694442
1282,1944,4.563023315397402,0.9816724496556601,1.0,0.012158834592701768,0.011596856638789177,379.4171810699588,189.90020576131678,90.12815886962365,0.0,0.0,91.94182465740131,6136.457693699427,1464.5819822038925,5883.492460523333,277.99817429270064
1285,4153,1.1606814144937299,0.7040954044508833,1.0,0.025591261030075897,0.019966430962085724,1530.047676378521,211.00144473874298,51.57760149989623,2.0,24.85380116959065,73.60702864185204,1784.979191912352,2199.7303065836,6097.504679658988,185.80761573958569
1286,3264,1.7717035652878046,0.9433388476567208,1.0,0.013315034776585927,0.012787060812115673,1621.678921568628,197.70526960784332,68.14742983884798,2.0,22.81167108753316,80.02291442909852,4137.839491070141,2698.4073588719343,7793.8093674825295,592.1835266071281
1288,4203,2.7485019134736346,0.8301668538855789,1.0,0.01688773654852893,0.015060654841363432,1792.5224839400425,206.0302165120154,82.70795080556486,4.0,21.71945701357466,96.37924055668013,4333.597140457912,2540.9801934225065,6046.63863316381,359.83867255031646
1291,3511,1.426433577484734,0.8867451913639482,1.0,0.015425628280610363,0.01425192691385746,1686.9501566505269,217.2945029906009,44.651544165674636,3.0,36.43617021276596,68.14742983884798,2333.078992285583,3264.134468178561,7146.3847805506275,183.5043178375111
1295,2071,2.188721105240905,0.9610048761646448,1.0,0.014209384018602953,0.01268024742603302,187.80492515692958,217.22066634476096,97.06755456209947,1.0,15.806451612903226,117.46915705171148,3145.1318359375,477.7722473144531,2090.964599609375,100.13541412353516
1298,1778,2.074498977170101,0.9637023806632647,1.0,0.013993673191036029,0.013427939265966415,868.4932508436445,233.21541057367858,110.97321397022492,1.0,2.834008097165992,116.61364468063715,4958.445741803458,1080.382845417837,4174.076533971208,194.77492810367198
1304,4280,1.6578994932883069,0.8358686933631102,1.0,0.015222161484960571,0.01350423414260149,1874.1056074766357,219.62429906542047,82.70795080556486,3.0,48.15668202764977,89.47778583871354,3324.045704808729,2340.498093177533,7571.502163591056,272.73221982758616
1307,3648,1.1837975720579716,0.7797359201547565,1.0,0.019503489608484272,0.0156252384185791,1146.3596491228068,230.9857456140353,69.45940277090767,2.0,38.48580441640378,80.90565605652344,3544.244704331809,2969.738031154725,7253.396079458842,146.85512462088732
1311,3824,3.437923433583821,0.977928884279761,1.0,0.01441502730714286,0.013656824827194214,1973.907426778243,225.99973849372395,71.20523398750676,3.0,32.79352226720648,91.47840107917592,3104.9494654971086,1526.5714732540036,5990.794046096529,313.1322891941274
1312,3744,2.2474997139600856,0.9543096206591121,1.0,0.016632790451756932,0.015213244594633581,25.63247863247875,238.80662393162424,40.42949741427103,2.0,22.144522144522142,65.14037409771535,3373.837313049533,2181.110363960841,7002.052852022297,277.41053792871605
1314,3059,5.27937143378047,0.9902827008058794,1.0,0.01732474640203593,0.01428244449198246,1466.3540372670814,247.8947368421052,73.60702864185204,1.0,5.222437137330753,74.48293216138978,4840.603697426712,2291.8934579921674,6092.3577533190755,335.58585549004465
1315,3434,2.0472738178938403,0.9487012841305552,1.0,0.01713429537591463,0.01461814343929291,1299.5768782760633,216.63774024461236,39.86218370478573,2.0,30.334190231362467,81.90033623894281,2553.7421875000005,2185.391357421875,6158.6982421875,292.76626586914057
1317,3139,2.768664977897334,0.9782132818361402,1.0,0.013547649051354412,0.012634470127522944,1695.8614208346612,261.04778591908257,44.651544165674636,2.0,22.92682926829268,97.54648927559948,3588.8920979817713,3365.018486799273,7708.047736345257,369.8086322985197
1318,1711,3.1148004103131437,0.983161917708713,1.0,0.011313383190983538,0.011184862814843656,647.8480420806545,245.7767387492695,78.07627955993274,3.0,18.658892128279888,85.55746062764446,2163.346481815461,735.0968647618448,2381.595735611454,130.096132216915
